1410295581 1 0 0 0 0 0 0
1410295903 2 0 0 0 0 0 0
1410298005 3 0 0 0 0 0 0
1410307531 3 0 1 0 0 0 0
1410309908 4 0 1 0 0 0 0
1410355340 5 0 1 0 0 0 0
1410461076 6 0 1 0 0 0 0
1410471462 7 0 1 0 0 0 0
1410484387 7 0 2 0 0 0 0
1410539586 8 0 2 0 0 0 0
1410539655 9 0 2 0 0 0 0
1410544965 10 0 2 0 0 0 0
1410547908 11 0 2 0 0 0 0
1410548603 12 0 2 0 0 0 0
1410548944 13 0 2 0 0 0 0
1410549087 13 0 3 0 0 0 0
1410665665 14 0 3 0 0 0 0
1411006353 15 0 3 0 0 0 0
1411006382 16 0 3 0 0 0 0
1411006470 17 0 3 0 0 0 0
1411006512 18 0 3 0 0 0 0
1411006669 19 0 3 0 0 0 0
1411007173 20 0 3 0 0 0 0
1411009106 21 0 3 0 0 0 0
1411051546 21 0 4 0 0 0 0
1411055425 22 0 4 0 0 0 0
1411057176 23 0 4 0 0 0 0
1411057642 23 0 5 0 0 0 0
1411076409 23 1 5 0 0 0 0
1411131939 24 1 5 0 0 0 0
1411136918 24 1 6 0 0 0 0
1411143263 25 1 6 0 0 0 0
1411144306 25 1 7 0 0 0 0
1411145807 26 1 7 0 0 0 0
1411145842 27 1 7 0 0 0 0
1411148715 27 2 7 0 0 0 0
1411221344 28 2 7 0 0 0 0
1411222174 29 2 7 0 0 0 0
1411222943 30 2 7 0 0 0 0
1411225228 31 2 7 0 0 0 0
1411225419 32 2 7 0 0 0 0
1411225924 33 2 7 0 0 0 0
1411264370 34 2 7 0 0 0 0
1411400322 35 2 7 0 0 0 0
1411485597 35 2 7 0 1 0 0
1411485630 35 2 7 0 1 0 1
1411487201 36 2 7 0 1 0 1
1411488438 37 2 7 0 1 0 1
1411602878 37 2 8 0 1 0 1
1411602919 37 2 9 0 1 0 1
1411602974 37 2 10 0 1 0 1
1411603118 37 2 11 0 1 0 1
1411603285 37 2 12 0 1 0 1
1411603414 37 2 13 0 1 0 1
1411611758 37 2 14 0 1 0 1
1411611862 37 2 15 0 1 0 1
1411612232 37 2 16 0 1 0 1
1411612864 37 2 17 0 1 0 1
1411758852 38 2 17 0 1 0 1
1411760051 38 3 17 0 1 0 1
1411760654 38 4 17 0 1 0 1
1411790072 38 5 17 0 1 0 1
1412006449 38 5 17 0 2 0 1
1412011481 38 5 17 1 2 0 1
1412025015 38 6 17 1 2 0 1
1412606172 38 6 17 2 2 0 1
1412798116 38 6 17 3 2 0 1
1412861933 38 6 17 4 2 0 1
1412946301 38 6 18 4 2 0 1
1413386403 38 7 18 4 2 0 1
1413487584 38 8 18 4 2 0 1
1413488272 38 9 18 4 2 0 1
1413489010 38 10 18 4 2 0 1
1413491521 38 11 18 4 2 0 1
1413497889 38 12 18 4 2 0 1
1413505489 38 13 18 4 2 0 1
1413507110 38 14 18 4 2 0 1
1413508745 38 15 18 4 2 0 1
1413510104 38 16 18 4 2 0 1
1413511413 38 17 18 4 2 0 1
1413511794 38 18 18 4 2 0 1
1413570999 38 19 18 4 2 0 1
1413577844 39 19 18 4 2 0 1
1413577966 40 19 18 4 2 0 1
1413578459 40 20 18 4 2 0 1
1413579084 40 21 18 4 2 0 1
1413819476 40 21 18 5 2 0 1
1413819615 40 21 18 6 2 0 1
1413820012 40 21 18 7 2 0 1
1413820140 40 21 18 8 2 0 1
1413820306 40 21 18 9 2 0 1
1413831813 40 21 19 9 2 0 1
1413845407 40 22 19 9 2 0 1
1413848238 40 23 19 9 2 0 1
1413849155 40 24 19 9 2 0 1
1413849503 40 25 19 9 2 0 1
1413855558 40 26 19 9 2 0 1
1413855728 40 27 19 9 2 0 1
1413859749 40 28 19 9 2 0 1
1413860027 40 29 19 9 2 0 1
1413904720 40 30 19 9 2 0 1
1413985972 40 31 19 9 2 0 1
1414002032 40 32 19 9 2 0 1
1414002161 40 33 19 9 2 0 1
1414014852 40 34 19 9 2 0 1
1414015108 40 35 19 9 2 0 1
1414170215 40 36 19 9 2 0 1
1414170594 40 37 19 9 2 0 1
1414171018 40 38 19 9 2 0 1
1414171440 40 39 19 9 2 0 1
1414184835 40 40 19 9 2 0 1
