1410295581 28 0 0 0 0 0 0
1410295903 685 0 0 0 0 0 0
1410298005 784 0 0 0 0 0 0
1410307531 784 0 4 0 0 0 0
1410309908 784 0 4 0 0 0 0
1410355340 873 0 4 0 0 0 0
1410461076 883 0 4 0 0 0 0
1410471462 909 0 4 0 0 0 0
1410484387 909 0 4 0 0 0 0
1410539586 910 0 4 0 0 0 0
1410539655 910 0 4 0 0 0 0
1410544965 933 0 4 0 0 0 0
1410547908 969 0 4 0 0 0 0
1410548603 972 0 4 0 0 0 0
1410548944 973 0 4 0 0 0 0
1410549087 973 0 4 0 0 0 0
1410665665 985 0 4 0 0 0 0
1411006353 1912 0 4 0 0 0 0
1411006382 1913 0 4 0 0 0 0
1411006470 1914 0 4 0 0 0 0
1411006512 1954 0 4 0 0 0 0
1411006669 1954 0 4 0 0 0 0
1411007173 1958 0 4 0 0 0 0
1411009106 1967 0 4 0 0 0 0
1411051546 1967 0 4 0 0 0 0
1411055425 1990 0 4 0 0 0 0
1411057176 1991 0 4 0 0 0 0
1411057642 1991 0 4 0 0 0 0
1411076409 1991 1 4 0 0 0 0
1411131939 2005 1 4 0 0 0 0
1411136918 2005 1 4 0 0 0 0
1411143263 2021 1 4 0 0 0 0
1411144306 2021 1 4 0 0 0 0
1411145807 2022 1 4 0 0 0 0
1411145842 2022 1 4 0 0 0 0
1411148715 2022 1 4 0 0 0 0
1411221344 2275 1 4 0 0 0 0
1411222174 2342 1 4 0 0 0 0
1411222943 2354 1 4 0 0 0 0
1411225228 2501 1 4 0 0 0 0
1411225419 2505 1 4 0 0 0 0
1411225924 2508 1 4 0 0 0 0
1411264370 2726 1 4 0 0 0 0
1411400322 2730 1 4 0 0 0 0
1411485597 2730 1 4 0 11 0 0
1411485630 2730 1 4 0 11 0 0
1411487201 2730 1 4 0 11 0 0
1411488438 2731 1 4 0 11 0 0
1411602878 2731 1 14 0 11 0 0
1411602919 2731 1 18 0 11 0 0
1411602974 2731 1 171 0 11 0 0
1411603118 2731 1 174 0 11 0 0
1411603285 2731 1 174 0 11 0 0
1411603414 2731 1 190 0 11 0 0
1411611758 2731 1 191 0 11 0 0
1411611862 2731 1 198 0 11 0 0
1411612232 2731 1 201 0 11 0 0
1411612864 2731 1 202 0 11 0 0
1411758852 2732 1 202 0 11 0 0
1411760051 2732 43 202 0 11 0 0
1411760654 2732 48 202 0 11 0 0
1411790072 2732 179 202 0 11 0 0
1412006449 2732 179 202 0 20 0 0
1412011481 2732 179 202 0 20 0 0
1412025015 2732 200 202 0 20 0 0
1412606172 2732 200 202 1 20 0 0
1412798116 2732 200 202 7 20 0 0
1412861933 2732 200 202 8 20 0 0
1412946301 2732 200 202 8 20 0 0
1413386403 2732 388 202 8 20 0 0
1413487584 2732 443 202 8 20 0 0
1413488272 2732 443 202 8 20 0 0
1413489010 2732 443 202 8 20 0 0
1413491521 2732 445 202 8 20 0 0
1413497889 2732 542 202 8 20 0 0
1413505489 2732 851 202 8 20 0 0
1413507110 2732 864 202 8 20 0 0
1413508745 2732 864 202 8 20 0 0
1413510104 2732 876 202 8 20 0 0
1413511413 2732 1088 202 8 20 0 0
1413511794 2732 1138 202 8 20 0 0
1413570999 2732 1145 202 8 20 0 0
1413577844 2736 1145 202 8 20 0 0
1413577966 2738 1145 202 8 20 0 0
1413578459 2738 1151 202 8 20 0 0
1413579084 2738 1152 202 8 20 0 0
1413819476 2738 1152 202 32 20 0 0
1413819615 2738 1152 202 32 20 0 0
1413820012 2738 1152 202 39 20 0 0
1413820140 2738 1152 202 39 20 0 0
1413820306 2738 1152 202 45 20 0 0
1413831813 2738 1152 202 45 20 0 0
1413845407 2738 1158 202 45 20 0 0
1413848238 2738 1161 202 45 20 0 0
1413849155 2738 1168 202 45 20 0 0
1413849503 2738 1175 202 45 20 0 0
1413855558 2738 1185 202 45 20 0 0
1413855728 2738 1275 202 45 20 0 0
1413859749 2738 1279 202 45 20 0 0
1413860027 2738 1295 202 45 20 0 0
1413904720 2738 1305 202 45 20 0 0
1413985972 2738 1305 202 45 20 0 0
1414002032 2738 1312 202 45 20 0 0
1414002161 2738 1329 202 45 20 0 0
